Sqrt_NAV,Log_ONU,Nav Per Unit,Sale Price per Unit,Repurchase Price/Unit,Year,Month,Day,Weekday
73375.07775246307,16.17015263990693,511.0802,511.0802,505.9694,2022,5,10,1
73180.62333384431,16.169862327582816,508.5226,508.5226,503.4373,2022,5,9,0
73104.4404171183,16.169344971779047,507.727,507.727,502.6497,2022,5,6,4
73063.5849771964,16.167936094819467,507.8746,507.8746,502.7959,2022,5,5,3
73009.28014766342,16.16701039308188,507.5896,507.5896,502.5137,2022,5,2,0
72992.75499623232,16.166643513394106,507.546,507.546,502.4706,2022,4,29,4
72938.31928760081,16.16537107897015,507.4346,507.4346,502.3602,2022,4,28,3
72899.12019139875,16.164004904525118,507.5823,507.5823,502.5064,2022,4,27,2
72637.59320448332,16.157324723692046,507.3246,507.3246,502.2514,2022,4,25,0
72617.75341533226,16.15709011736589,507.1665,507.1665,502.0948,2022,4,22,4
72589.09690352953,16.157156727331866,506.7325,506.7325,501.6652,2022,4,21,3
72575.57993526473,16.156388587706296,506.9331,506.9331,501.8637,2022,4,20,2
72533.29602072417,16.15544104140805,506.8225,506.8225,501.7543,2022,4,19,1
72327.25519048818,16.15223176325584,505.5671,505.5671,500.5115,2022,4,14,3
72274.67805566483,16.151191838782246,505.3576,505.3576,500.3041,2022,4,13,2
72286.59449593679,16.15152748410019,505.3547,505.3547,500.3011,2022,4,12,1
72215.13631697997,16.149562950277666,505.3478,505.3478,500.2943,2022,4,11,0
72173.49371202699,16.149066034120477,505.0161,505.0161,499.9659,2022,4,8,4
72143.46748916357,16.148481442218124,504.891,504.891,499.8421,2022,4,6,2
71987.46596345783,16.144161529942714,504.8862,504.8862,499.8373,2022,4,5,1
71931.98206555968,16.142838983238036,504.7754,504.7754,499.7276,2022,4,4,0
71800.64755843084,16.13963260970639,504.549,504.549,499.5035,2022,4,1,4
71702.79401390157,16.138208674194342,503.8917,503.8917,498.8528,2022,3,31,3
71687.76635493674,16.13864603293,503.4602,503.4602,498.4256,2022,3,30,2
71664.57717680333,16.13821895624358,503.3495,503.3495,498.316,2022,3,29,1
71529.2823980501,16.13533613307571,502.8984,502.8984,497.8695,2022,3,28,0
